id, body, author
225, "می‌توان گفت نفرت، نفرت می‌آورد و جهانی که در آن بر نفرت دامن زنند چنان آکنده از زد و خورد و مجادله خواهد شد که هیچ‌کس نمی‌تواند از لذت یک زندگی خوب بهره‌مند گردد.", جبران خلیل جبران
226, به محض اینکه از مسیر اخلاق منحرف شویم دیگر شخصیت دینی نخواهیم داشت. در دین چیزی وجود ندارد که از چارچوب اخلاق خارج باشد. مثلاً انسان نمی‌تواند دروغگو و بیرحم باشد ودرعین حال مدعی شود خدا را دردرون خویش احساس می‌کند., برتراند راسل
227, "تلاش و شهامت بدون هدف و جهت، کافی نیست.", مهاتما گاندی
228, کار من این نیست که همه چیز را درباره شاخه‌های جنرال الکتریک بدانم. کار من این است که افرادی را که می‌توانند آنها را اداره کنند انتخاب کنم., رولو می
229, "برادران، شما را سوگند می‌دهم که به زمین وفادار مانید و باور ندارید آنانی را که با شما از امیدهایِ اَبَرزمینی سخن می‌گویند. اینان زهرپالا ی‌اند، چه خود دانند یا ندانند. \\r\\nاینان خوارشمارندگانِ زندگی اند و خود زهر نوشیده و رو به زوال، که زمین از ایشان بستوه است. پس بِهِل تا سرِ خویش گیرند!", جک ولش
230, چنان تنهایی وحشتناکی احساس می‌کردم که خیال خودکشی به سرم زد تنها چیزی که جلویم راگرفت این بود که من در مرگ تنهاتر از زندگی خواهم بود., فردریش نیچه
231, "در دنیا لذتی که با لذت مطالعه برابری کند، وجود ندارد.", ژان پل سارتر
232, "هدف نهائی از سرودن اشعار و نشر افکار، کوششی است آگاهانه تا سَری بزرگ را بر روی تنه انسان‌های کوچک قرار دهند؛ پس چندان جای تعجب نیست اگر نتیجه نمی‌بخشد.", حکیم عمر خیام
233, "من دستگیره‌ای در کناره‌یِ رود ام، آن که توانِ درآویختن ام را دارد، درآویزد! امّا، چوبپایِ شما نیستم.", آرتور شوپنهاور
234, "ولی چیزی که مرا با «اسپینوزا» پیوند داده، بی علاقگی بی کرانی است که از هر جمله نور می گیرد. این عبارت حیرت آور: «او که به راستی عاشق خدا بود، ولی تمایلی نداشت که خدا هم عاشق او باشد»، با همه مقدمات و نتایجش، همه ظرفیت فکری مرا اشغال کرده است.", فردریش نیچه
235, از آن در شگفتم که در سینه دلی دارند و می‌پندارند که آسایش و سعادت بشر جز مهر و صفا راه دیگری دارد., برتولت برشت
236, "یک دوست می تواند اوضاع را عوض کند، وقتی همه به آدم پشت کرده باشند. حتی اگر پایه‌های این دوستی چندان مستحکم نباشد.", ویکتور هوگو
237, "پیروزی هزار پدر دارد، اما شکست یتیم است.", دنیل گلمن
238, "اصل و اساسی که تمام اخلاق گرایان به راستی در باب آن نظری یکسان دارند، این است : کسی را نیازار و هرچه می توانی به دیگران یاری برسان.", جان اف کندی
239, "انسانی که معنا و هدف زندگی را بداند، نه تنها خود را با افراد ملت خویش برابر خواهد دانست، بلکه با تمام ابنای اقوام دیگر نیز مساوی خواهد شمرد.", آرتور شوپنهاور
240, دلیل بسیار خوبی وجود دارد که چرا هیچ کس تاریخ نمی خواند. علت اش این است که تاریخ بیش از اندازه درس برای آموختن دارد., لئو تولستوی
241, "من نمی‌خواهم از طریق آثارم به جاودگانی برسم، می‌خواهم با نمردن جاودانه بشوم.", لارس اسوندسن
242, "با مصلحت دیگران ازدواج کردن، در جهنم زیستن است.", حکیم عمر خیام
243, "فیلسوف بودن به این معنی است که همه پرسشها مجازند، که باید تجربه‌ای از آزادی ذهنی به بالاترین درجه وجود داشته باشد و البته اینکه هیچ چیز سرگیجه آورتر و ناامیدکننده‌تر از چنین آزادی نیست.", آرتور شوپنهاور
244, "تجربه کردن، به تنهائی کافی نیست، تجربه را باید سنجید و در جایگاه خویش قرار داده و آن را تجزیه و تحلیل نمود تا بتوان به نتایج آن دست یافت.", سایمون کریچلی
245, "مذهب همه چیز را همسو با خود دارد: وحی، پیشگویی‌های پیامبرانه، حفاظت از حکومت، برترین شکوه و شهرت ... و افزون برا این‌ها، این امتیاز گرانبها را که آموزه‌هایش را در دوران حساس کودکی در ذهن حک کند، جایی که به اندیشه‌هایی ذاتی و سرشتی بدل می‌شوند.", میشل دو مونتینی
246, یک اسقف هشتادساله همان حرفی را می‌زند که در هیجده‌سالگی در گوشش خوانده‌اند., آرتور شوپنهاور
247, خداوند شبانِ من است. محتاج هیچ چیز نخواهم بود. در مرتع هایِ سبز مرا می‌خواباند. نزدِ آب‌هایِ راحت مرا رهبری می‌کند!, اسکار وایلد
248, "میان آدمیان چیزی نیست، جز دیوارهایی که خود ساخته اند.", وودی آلن
